,Year,InitNumber,Title,Qualified/Failed,PropNum,Appoved/Rejected,ElectionYear
3436,2017,1833,Withdrawn,,,,
3437,2017,1834,Withdrawn,,,,
3438,2017,1835,F,,,,
3439,2017,1836,Withdrawn,,,,
3440,2017,1837,Q,10,R,2018,
3441,INITIATIVENUMBER,,,,,,
3443,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3445,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3447,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3449,ELECTIONYEAR,,,,,,
3454,2017,1838,F,,,,
3455,2017,1839,Q,11,A,2018,
3458,2018,1840,Q,20,R,2020,
3459,2018,1841,Q,4,A,2018,
3460,2018,1842,F,,,,
3461,2018,1843,F,,,,
3462,2018,1844,Withdrawn,,,,
3463,2018,1845,Withdrawn,,,,
3464,2018,1846,Withdrawn,,,,
3465,2018,1847,F,,,,
3466,2018,1848,F,,,,
3467,2018,1849,F,,,,
3468,INITIATIVENUMBER,,,,,,
3470,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3472,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3474,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3476,ELECTIONYEAR,,,,,,
3482,2018,1850,Allows for Jury Trials in Child-Custody and Dependent-ChildDeterminations. (S),F,,,
3483,2018,1851,Requires certain Commercial and Industrial Real Property to beTaxed Based on Fair-Market Value. Dedicates Portion of AnyIncreased Revenue to Education and Local Services. (CA),Withdrawn,,,
3484,2018,1852,Requires a Vote in 2021 on Whether California Should Become anIndependent Country. (S),F,,,
3485,2018,1853,Requires Use of State and Local Law-Enforcement ResourcesforFederal Immigration Purposes. Restricts Voter Registration Process.(S),F,,,
3486,2018,1854,Allows New Types of Gambling in California.  (CA),F,,,
3487,2018,1855,Establishes Public Health Fund by Enacting Dedicated StatewideTax on Distribution of Sugar-Sweetened Drinks. (CA/S),F,,,
3488,2018,1857,Changes Requirements For Certain Property Owners WhenTransferring Their Property Tax Base To Replacement Property.(CA/S),F,,,
3489,2018,1858,Repeals Law Requiring Certain Enforcement To Collect AndReportSpecified Data On Stops And Searches. (S),F,,,
3490,2018,1859,Eliminates Certain 2011 Criminal Justice Measures. (S),F,,,
3491,2018,1860,Removes Responsibility And Funding For State HighwayConstruction and Maintenance From State. Transfers SuchResponsibility and Funding To Individual Local Governments. EndsState High-Speed Rail Project. (CA),F,,,
3494,2019,1861,Allows For Jury Trials In Child-Custody And Dependent-ChildDeterminations. (S),F,,,
3495,2019,1862,Expands Local Governments’ Authority To Enact Rent Control OnResidential Property. Initiative Statute. (S),Q,21,R,2020
3496,INITIATIVENUMBER,,,,,,
3498,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3500,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3502,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3504,ELECTIONYEAR,,,,,,
3510,2019,1863,Limits Duration of Spousal Support After Divorce or LegalSeparation To No More Than Five Years. (S),F,,,
3511,2019,1864,Changes Requirements for Transferring Property Tax Base toReplacement Property. Expands Business Property Reassessment.(CA),Withdrawn,,,
3512,2019,1865,Changes Requirements for Transferring Property Tax Base toReplacement Property. (CA),F,,,
3513,2019,1866,"Authorizes Bonds to Fund Projects for Wildfire Prevention, SafeDrinking Water, and Protecting Wildlife and Lands from ClimateRisks. (S)",F,,,
3514,2019,1867,Requires Monetary Bail. (CA),F,,,
3515,2019,1870,"Increases Funding for Public Schools, Community Colleges, andLocal Government Services by Changing Tax Assessment ofCommercial and Industrial Property. (CA)",Q,15,R,2020
3516,2019,1871,"Authorizes Electronic Signature Gathering for Initiative, Referendum,and Recall Petitions. (S)",F,,,
3517,2019,1872,Expands Legalization of Cannabis and Hemp. (S),F,,,
3518,2019,1873,Expands Legalization of Cannabis and Hemp. (S),F,,,
3519,2019,1874,Replaces State Senate and Assembly with Single-HouseLegislature; Increases Number of Legislators. (CA),F,,,
3520,2019,1875,Requires Ranked-Choice Voting System for Federal and StateElections. Restructures State Senate to Multi-Member Districts. (CA),F,,,
3521,2019,1876,Decriminalizes Psilocybin Mushrooms. (S),F,,,
3522,2019,1877,Adjusts Limitations in Medical Negligence Cases. (S),W,,,
3523,2019,1878,"Requires Enactment of Measures to ReduceThe Use of Non-Organic Fungicides, Herbicides, Insecticides, and Fumigants. (S)",F,,,
3524,2019,1879,Amends Consumer Privacy Laws. (S),Q,24,A,2020
3525,INITIATIVENUMBER,,,,,,
3527,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3529,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3531,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3533,ELECTIONYEAR,,,,,,
3539,2019,1880,Authorizes Bonds to Continue Funding Stem Cell and Other MedicalResearch. (S),Q,14,A,2020
3540,2019,1881,"Requires Arrest for Specified Offenses and, if Convicted, Detentionor Intervention Programs. (S)",F,,,
3541,2019,1882,Authorizes State Regulation of Kidney Dialysis Clinics. EstablishesMinimum Staffing and Other Requirements. (S),Q,23,R,2020
3544,2020,1883,Changes Employment Classification Rules for App-BasedTransportation and Delivery Drivers. (S),Q,22,A,2020
3545,2020,1884,Decriminalizes Psilocybin Mushrooms. Authorizes Dismissal of PriorPsilocybin-Related Convictions. (S),F,,,
3546,2020,1885,"Requires State Regulations to Reduce Plastic Waste, TaxProducers of Single-Use Plastics, and Fund RecyclingEnvironmental Programs. (S)",W,,,
3547,2020,1886,Authorizes New Types of Gambling. (CA/S),Q,26,R,2022
3548,2020,1887,Authorizes State Regulation of Kidney Dialysis Clinics. (S),F,,,
3549,2020,1888,Prohibits Sale or Registration of Gas-Only and Diesel-OnlyPassenger Vehicles and Light Trucks Manufactured After 2020. (S),F,,,
3550,2020,1889,Replaces All Members of California Air Resources Board andReallocates Its Funding If Certain Air Quality Standards Are NotMet. (S),F,,,
3551,2020,1890,Allows For Jury Trials in Child-Custody and Dependent-ChildDeterminations. (S),F,,,
3552,2020,1891,Requires Vote on Whether California Should Become a SeparateCountry. (S),F,,,
3553,INITIATIVENUMBER,,,,,,
3555,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3557,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3559,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3561,ELECTIONYEAR,,,,,,
3566,2020,1893,F,,,,
3567,2020,1894,F,,,,
3570,2021,1895,F,,,,
3571,2021,1896,Withdrawn,,,,
3572,2021,1897,F,,,,
3573,2021,1898,F,,,,
3574,2021,1899,F,,,,
3575,2021,1900,F,,,,
3576,2021,1901,F,,,,
3577,2021,1902,F,,,,
3578,2021,1903,F,,,,
3579,2021,1904,F,,,,
3580,2021,1905,F,,,,
3581,2021,1906,F,,,,
3582,INITIATIVENUMBER,,,,,,
3584,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3586,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3588,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3590,ELECTIONYEAR,,,,,,
3595,2021,1907,Q,29,R,2022,
3596,2021,1908,F,,,,
3597,2021,1909,F,,,,
3598,2021,1910,Withdrawn,,,,
3599,2021,1911,Q,27,R,2022,
3600,2021,1912,F,,,,
3601,2021,1913,F,,,,
3602,2021,1914,F,,,,
3603,2021,1915,F,,,,
3604,2021,1916,Eligible,,,2024,
3605,2021,1917,F,,,,
3606,2021,1918,F,,,,
3607,2021,1919,F,,,,
3608,INITIATIVENUMBER,,,,,,
3610,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3612,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3614,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3616,ELECTIONYEAR,,,,,,
3621,2021,1920,F,,,,
3622,2021,1921,Eligible,,,2024,
3623,2021,1922,F,,,,
3624,2021,1923,F,,,,
3625,2021,1924,F,,,,
3626,2021,1925,F,,,,
3627,2021,1926,F,,,,
3628,2021,1927,F,,,,
3629,2021,1928,F,,,,
3630,2021,1929,F,,,,
3633,2022,1930,Q,28,A,2022,
3634,2022,1931,Q,30,R,2022,
3635,2022,1932,Withdrawn,,,,
3636,INITIATIVENUMBER,,,,,,
3638,QUALIFIED FORTHE BALLOT(Q) OR FAILEDTO QUALIFYFOR THEBALLOT (F),,,,,,
3640,PROPOSITIONNUMBER (IFAPPLICABLE),,,,,,
3642,PROPOSITIONAPPROVED (A)OR REJECTED(R) BY VOTERS,,,,,,
3644,ELECTIONYEAR,,,,,,
3649,2022,1933,F,,,,
3650,2022,1934,F,,,,
3651,2022,1935,Eligible,,,2024,
3652,2022,1936,Eligible,,,2024,
3653,2022,1937,F,,,,
3654,2022,1938,F,,,,
3657,2023,1941,Pending,,,,
3658,2023,1942,Pending,,,,
3659,2023,1943,Pending,,,,
3660,2023,1944,Pending,,,,
3661,2023,1945,Pending,,,,
